"scientificName" "plot_id" "year" "occurrenceStatus" "decimalLatitude" "decimalLongitude"
"Cladonia portentosa" 71 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 71 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 71 1998 "PRESENT" 57.116344 -3.829717
"Cornicularia" 71 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 72 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 72 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 72 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 72 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 72 1998 "PRESENT" 57.116344 -3.829717
"Potentilla erecta" 72 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 72 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 72 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium vitis-idaea" 72 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 72 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 72 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 72 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 72 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 72 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 72 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 72 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 75 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 75 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 75 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 75 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 75 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum cuspidatum" 75 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 75 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 75 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 75 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum" 75 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 75 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 76 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 76 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 76 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 76 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 76 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 76 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum compactum" 76 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum magellanicum" 76 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum palustre" 76 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum tenellum" 76 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 76 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 76 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 76 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 77 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 77 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 77 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum angustifolium" 77 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 77 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 77 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 77 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 77 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 77 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum cuspidatum" 77 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum magellanicum" 77 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum palustre" 77 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 77 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 77 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum" 77 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 78 1998 "PRESENT" 57.116344 -3.829717
"Drosera rotundifolia" 78 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 78 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum angustifolium" 78 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 78 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 78 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 78 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 78 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 78 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 78 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 78 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 78 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 79 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 79 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 79 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 79 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 79 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 79 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 79 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 79 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 80 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 80 1998 "PRESENT" 57.116344 -3.829717
"Erica cinerea" 80 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 80 1998 "PRESENT" 57.116344 -3.829717
"Genista anglica" 80 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 80 1998 "PRESENT" 57.116344 -3.829717
"Potentilla erecta" 80 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 80 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 80 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 80 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 80 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 80 1998 "PRESENT" 57.116344 -3.829717
"Plagiothecium" 80 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 81 1998 "PRESENT" 57.116344 -3.829717
"Erica cinerea" 81 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 81 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 81 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 81 1998 "PRESENT" 57.116344 -3.829717
"Potentilla erecta" 81 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 81 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 81 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 81 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 81 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 81 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 81 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 81 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 81 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 81 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 82 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 82 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 82 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 82 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 82 1998 "PRESENT" 57.116344 -3.829717
"Potentilla erecta" 82 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 82 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 82 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum compactum" 82 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum tenellum" 82 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 82 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 82 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 82 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 83 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 83 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 83 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 83 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 83 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 83 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum tenellum" 83 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 83 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 83 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 83 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 83 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 83 1998 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 84 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 84 1998 "PRESENT" 57.116344 -3.829717
"Erica cinerea" 84 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 84 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 84 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 84 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 84 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 84 1998 "PRESENT" 57.116344 -3.829717
"Cladonia squamosa" 84 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 84 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 85 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 85 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 85 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 85 1998 "PRESENT" 57.116344 -3.829717
"Nardus stricta" 85 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 85 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 85 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium vitis-idaea" 85 1998 "PRESENT" 57.116344 -3.829717
"Dicranum scoparium" 85 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 85 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 85 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 85 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 85 1998 "PRESENT" 57.116344 -3.829717
"Cladonia crispata" 85 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 85 1998 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 86 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 86 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 86 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 86 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 86 1998 "PRESENT" 57.116344 -3.829717
"Cetraria nivalis" 86 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 86 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 86 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 86 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 86 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus fragilis" 86 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 86 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 86 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 87 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 87 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 87 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 87 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 87 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 87 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium vitis-idaea" 87 1998 "PRESENT" 57.116344 -3.829717
"Breutelia chrysocoma" 87 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 87 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 87 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 87 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 87 1998 "PRESENT" 57.116344 -3.829717
"Cladonia bellidiflora" 87 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 87 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 87 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 87 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 87 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 87 1998 "PRESENT" 57.116344 -3.829717
"Agrostis capillaris" 89 1998 "PRESENT" 57.116344 -3.829717
"Blechnum spicant" 89 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 89 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 89 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 89 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 89 1998 "PRESENT" 57.116344 -3.829717
"Festuca ovina" 89 1998 "PRESENT" 57.116344 -3.829717
"Galium saxatile" 89 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 89 1998 "PRESENT" 57.116344 -3.829717
"Potentilla erecta" 89 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 89 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 89 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium vitis-idaea" 89 1998 "PRESENT" 57.116344 -3.829717
"Breutelia chrysocoma" 89 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 89 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 89 1998 "PRESENT" 57.116344 -3.829717
"Plagiothecium" 89 1998 "PRESENT" 57.116344 -3.829717
"Leontodon" 89 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 90 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 90 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 90 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 90 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 90 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 90 1998 "PRESENT" 57.116344 -3.829717
"Rubus chamaemorus" 90 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 90 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 90 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 90 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 90 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 90 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 90 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 90 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 90 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 90 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 91 1998 "PRESENT" 57.116344 -3.829717
"Carex binervis" 91 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 91 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 91 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 91 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 91 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 91 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 91 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum" 91 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 91 1998 "PRESENT" 57.116344 -3.829717
"Cornicularia" 91 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 93 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 93 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 93 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 93 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 93 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 93 1998 "PRESENT" 57.116344 -3.829717
"Cladonia coccifera" 93 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 93 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 93 1998 "PRESENT" 57.116344 -3.829717
"Cladonia polydactyla" 93 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 93 1998 "PRESENT" 57.116344 -3.829717
"Cladonia carneola" 93 1998 "PRESENT" 57.116344 -3.829717
"Cornicularia" 93 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 94 1998 "PRESENT" 57.116344 -3.829717
"Chamerion angustifolium" 94 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 94 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 94 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 94 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 94 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 94 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 94 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum tenellum" 94 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 94 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 94 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 94 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 94 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 94 1998 "PRESENT" 57.116344 -3.829717
"Hypogymnia physodes" 94 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 95 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 95 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum angustifolium" 95 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 95 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 95 1998 "PRESENT" 57.116344 -3.829717
"Rubus chamaemorus" 95 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 95 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 95 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 95 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 95 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 95 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 95 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 95 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 95 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 95 1998 "PRESENT" 57.116344 -3.829717
"Agrostis capillaris" 96 1998 "PRESENT" 57.116344 -3.829717
"Anthoxanthum odoratum" 96 1998 "PRESENT" 57.116344 -3.829717
"Blechnum spicant" 96 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 96 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 96 1998 "PRESENT" 57.116344 -3.829717
"Galium saxatile" 96 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 96 1998 "PRESENT" 57.116344 -3.829717
"Potentilla erecta" 96 1998 "PRESENT" 57.116344 -3.829717
"Rumex acetosa" 96 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 96 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium vitis-idaea" 96 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 96 1998 "PRESENT" 57.116344 -3.829717
"Mnium hornum" 96 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 96 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 96 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus squarrosus" 96 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum fimbriatum" 96 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 96 1998 "PRESENT" 57.116344 -3.829717
"Plagiothecium" 96 1998 "PRESENT" 57.116344 -3.829717
"Polytrichum" 96 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 97 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 97 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum angustifolium" 97 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 97 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 97 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 97 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 97 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 97 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 97 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum" 97 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 97 1998 "PRESENT" 57.116344 -3.829717
"Agrostis capillaris" 98 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 98 1998 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 98 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 98 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum angustifolium" 98 1998 "PRESENT" 57.116344 -3.829717
"Potentilla erecta" 98 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 98 1998 "PRESENT" 57.116344 -3.829717
"Viola palustris" 98 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 98 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 98 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 98 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum fimbriatum" 98 1998 "PRESENT" 57.116344 -3.829717
"Thuidium tamariscinum" 98 1998 "PRESENT" 57.116344 -3.829717
"Plagiothecium" 98 1998 "PRESENT" 57.116344 -3.829717
"Polytrichum" 98 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 99 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 99 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum angustifolium" 99 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 99 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 99 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 99 1998 "PRESENT" 57.116344 -3.829717
"Potentilla erecta" 99 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 99 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 99 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 99 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum tenellum" 99 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 99 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 99 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 100 1998 "PRESENT" 57.116344 -3.829717
"Dactylorhiza maculata subsp. ericetorum" 100 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 100 1998 "PRESENT" 57.116344 -3.829717
"Erica cinerea" 100 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 100 1998 "PRESENT" 57.116344 -3.829717
"Molinia caerulea" 100 1998 "PRESENT" 57.116344 -3.829717
"Nardus stricta" 100 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 100 1998 "PRESENT" 57.116344 -3.829717
"Potentilla erecta" 100 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 100 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 100 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 100 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 100 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 100 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 100 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 100 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 102 1998 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 102 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 102 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 102 1998 "PRESENT" 57.116344 -3.829717
"Cetraria nivalis" 102 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 102 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 102 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 103 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 103 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 103 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 103 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 103 1998 "PRESENT" 57.116344 -3.829717
"Breutelia chrysocoma" 103 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 103 1998 "PRESENT" 57.116344 -3.829717
"Cladonia crispata" 103 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 103 1998 "PRESENT" 57.116344 -3.829717
"Cladonia gracilis" 103 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 103 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 103 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 103 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 103 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 104 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 104 1998 "PRESENT" 57.116344 -3.829717
"Erica tetralix" 104 1998 "PRESENT" 57.116344 -3.829717
"Juncus squarrosus" 104 1998 "PRESENT" 57.116344 -3.829717
"Nardus stricta" 104 1998 "PRESENT" 57.116344 -3.829717
"Potentilla erecta" 104 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 104 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium vitis-idaea" 104 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 104 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 104 1998 "PRESENT" 57.116344 -3.829717
