"scientificName" "plot_id" "year" "occurrenceStatus" "decimalLatitude" "decimalLongitude"
"Cladonia arbuscula" 247 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 247 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum" 247 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 247 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 255 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia cespitosa subsp. cespitosa" 255 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 255 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 255 1998 "PRESENT" 57.116344 -3.829717
"Dicranum scoparium" 255 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 255 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 255 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 255 1998 "PRESENT" 57.116344 -3.829717
"Diplophyllum albicans" 255 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 255 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 255 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 255 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 255 1998 "PRESENT" 57.116344 -3.829717
"Blechnum spicant" 260 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 260 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 260 1998 "PRESENT" 57.116344 -3.829717
"Eriophorum vaginatum" 260 1998 "PRESENT" 57.116344 -3.829717
"Nardus stricta" 260 1998 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 260 1998 "PRESENT" 57.116344 -3.829717
"Rubus chamaemorus" 260 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 260 1998 "PRESENT" 57.116344 -3.829717
"Dicranum scoparium" 260 1998 "PRESENT" 57.116344 -3.829717
"Leucobryum glaucum" 260 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 260 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 260 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 260 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 260 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 260 1998 "PRESENT" 57.116344 -3.829717
"Cladonia squamosa" 260 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 260 1998 "PRESENT" 57.116344 -3.829717
"Sphaerophorus globosus" 260 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 268 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 268 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium annotinum" 268 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 268 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 268 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 268 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 268 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 268 1998 "PRESENT" 57.116344 -3.829717
"Cladonia coccifera" 268 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 268 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 268 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 268 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 268 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 268 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 268 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 272 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 272 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 272 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 272 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 272 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 272 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 272 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 272 1998 "PRESENT" 57.116344 -3.829717
"Lichenes" 272 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 280 1998 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 280 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 280 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 280 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 280 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 280 1998 "PRESENT" 57.116344 -3.829717
"Pseudotaxiphyllum elegans" 280 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 280 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 280 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 280 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 280 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 280 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 280 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 280 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 280 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 285 1998 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 285 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 285 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 285 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 285 1998 "PRESENT" 57.116344 -3.829717
"Ptilidium ciliare" 285 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 285 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 285 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 285 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 285 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 285 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 285 1998 "PRESENT" 57.116344 -3.829717
"Polytrichum" 285 1998 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 293 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 293 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 293 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 293 1998 "PRESENT" 57.116344 -3.829717
"Nardus stricta" 293 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 293 1998 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 293 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 293 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus squarrosus" 293 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum fimbriatum" 293 1998 "PRESENT" 57.116344 -3.829717
"Ptilidium ciliare" 293 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 293 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 293 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 293 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 293 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 293 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum" 293 1998 "PRESENT" 57.116344 -3.829717
"Plagiothecium" 293 1998 "PRESENT" 57.116344 -3.829717
"Polytrichum" 293 1998 "PRESENT" 57.116344 -3.829717
"Agrostis capillaris" 297 1998 "PRESENT" 57.116344 -3.829717
"Athyrium filix-femina" 297 1998 "PRESENT" 57.116344 -3.829717
"Blechnum spicant" 297 1998 "PRESENT" 57.116344 -3.829717
"Carex panicea" 297 1998 "PRESENT" 57.116344 -3.829717
"Carex pilulifera" 297 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 297 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 297 1998 "PRESENT" 57.116344 -3.829717
"Galium saxatile" 297 1998 "PRESENT" 57.116344 -3.829717
"Huperzia selago" 297 1998 "PRESENT" 57.116344 -3.829717
"Nardus stricta" 297 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 297 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 297 1998 "PRESENT" 57.116344 -3.829717
"Dicranum scoparium" 297 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 297 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus squarrosus" 297 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum tenellum" 297 1998 "PRESENT" 57.116344 -3.829717
"Ptilidium ciliare" 297 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 297 1998 "PRESENT" 57.116344 -3.829717
"Polytrichum" 297 1998 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 305 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 305 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 305 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 305 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 305 1998 "PRESENT" 57.116344 -3.829717
"Dicranum scoparium" 305 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 305 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 305 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 305 1998 "PRESENT" 57.116344 -3.829717
"Polytrichum" 305 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 308 1998 "PRESENT" 57.116344 -3.829717
"Nardus stricta" 308 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 308 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 308 1998 "PRESENT" 57.116344 -3.829717
"Dicranum scoparium" 308 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 308 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 308 1998 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 308 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 308 1998 "PRESENT" 57.116344 -3.829717
"Hypnum" 308 1998 "PRESENT" 57.116344 -3.829717
"Plagiothecium" 308 1998 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 316 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 316 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 316 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 316 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 316 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 316 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 316 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 316 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 316 1998 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 316 1998 "PRESENT" 57.116344 -3.829717
"Lichenes" 316 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 319 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 319 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 319 1998 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 319 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 319 1998 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 319 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 319 1998 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 319 1998 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 327 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 327 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 327 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 327 1998 "PRESENT" 57.116344 -3.829717
"Dicranum scoparium" 327 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 327 1998 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 327 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 327 1998 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 327 1998 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 327 1998 "PRESENT" 57.116344 -3.829717
"Lichenes" 327 1998 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 328 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 328 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 328 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 328 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 328 1998 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 336 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 336 1998 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 336 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 336 1998 "PRESENT" 57.116344 -3.829717
"Dicranum scoparium" 336 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 336 1998 "PRESENT" 57.116344 -3.829717
"Cladonia digitata" 336 1998 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 336 1998 "PRESENT" 57.116344 -3.829717
"Lichenes" 336 1998 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 337 1998 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 337 1998 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 337 1998 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 337 1998 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 337 1998 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 337 1998 "PRESENT" 57.116344 -3.829717
"Cladonia squamosa" 337 1998 "PRESENT" 57.116344 -3.829717
"Lichenes" 337 1998 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 201 1999 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 201 1999 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 201 1999 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 201 1999 "PRESENT" 57.116344 -3.829717
"Vaccinium vitis-idaea" 201 1999 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 201 1999 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 201 1999 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 201 1999 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 201 1999 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 201 1999 "PRESENT" 57.116344 -3.829717
"Cladonia floerkeana" 201 1999 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 201 1999 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 201 1999 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 201 1999 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 217 1999 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 217 1999 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 217 1999 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 217 1999 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 217 1999 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 217 1999 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 217 1999 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 217 1999 "PRESENT" 57.116344 -3.829717
"Hypnum" 217 1999 "PRESENT" 57.116344 -3.829717
"Polytrichum" 217 1999 "PRESENT" 57.116344 -3.829717
"Lichenes" 217 1999 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 232 1999 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 232 1999 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 232 1999 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 232 1999 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 232 1999 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 232 1999 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 232 1999 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 232 1999 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 232 1999 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 232 1999 "PRESENT" 57.116344 -3.829717
"Hypnum" 232 1999 "PRESENT" 57.116344 -3.829717
"Cornicularia" 232 1999 "PRESENT" 57.116344 -3.829717
"Ochrolechia pallescens" 232 1999 "PRESENT" 57.116344 -3.829717
"Arctostaphylos uva-ursi" 246 1999 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 246 1999 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 246 1999 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 246 1999 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 246 1999 "PRESENT" 57.116344 -3.829717
"Dicranum scoparium" 246 1999 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 246 1999 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 246 1999 "PRESENT" 57.116344 -3.829717
"Hypnum" 246 1999 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 259 1999 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 259 1999 "PRESENT" 57.116344 -3.829717
"Carex pilulifera" 259 1999 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 259 1999 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 259 1999 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 259 1999 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 259 1999 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 259 1999 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 282 1999 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 282 1999 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 282 1999 "PRESENT" 57.116344 -3.829717
"Juncus trifidus" 282 1999 "PRESENT" 57.116344 -3.829717
"Huperzia selago" 282 1999 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 282 1999 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 282 1999 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 282 1999 "PRESENT" 57.116344 -3.829717
"Cladonia fimbriata" 282 1999 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 282 1999 "PRESENT" 57.116344 -3.829717
"Ochrolechia pallescens" 282 1999 "PRESENT" 57.116344 -3.829717
NA 283 1999 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 283 1999 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 283 1999 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 283 1999 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 283 1999 "PRESENT" 57.116344 -3.829717
"Cornicularia" 283 1999 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 284 1999 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 284 1999 "PRESENT" 57.116344 -3.829717
"Carex pilulifera" 284 1999 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 284 1999 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 284 1999 "PRESENT" 57.116344 -3.829717
"Juncus trifidus" 284 1999 "PRESENT" 57.116344 -3.829717
"Loiseleuria procumbens" 284 1999 "PRESENT" 57.116344 -3.829717
"Huperzia selago" 284 1999 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 284 1999 "PRESENT" 57.116344 -3.829717
"Cladonia fimbriata" 284 1999 "PRESENT" 57.116344 -3.829717
"Cladonia floerkeana" 284 1999 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 284 1999 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 284 1999 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 291 1999 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 291 1999 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 291 1999 "PRESENT" 57.116344 -3.829717
"Juncus trifidus" 291 1999 "PRESENT" 57.116344 -3.829717
"Lycopodium annotinum" 291 1999 "PRESENT" 57.116344 -3.829717
"Huperzia selago" 291 1999 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 291 1999 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 291 1999 "PRESENT" 57.116344 -3.829717
"Cetraria nivalis" 291 1999 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 291 1999 "PRESENT" 57.116344 -3.829717
"Cladonia portentosa" 291 1999 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 291 1999 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 291 1999 "PRESENT" 57.116344 -3.829717
"Sphagnum" 291 1999 "PRESENT" 57.116344 -3.829717
"Cornicularia" 291 1999 "PRESENT" 57.116344 -3.829717
"Ochrolechia pallescens" 291 1999 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 295 1999 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 295 1999 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 295 1999 "PRESENT" 57.116344 -3.829717
"Juncus trifidus" 295 1999 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 295 1999 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 295 1999 "PRESENT" 57.116344 -3.829717
"Cetraria islandica" 295 1999 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 295 1999 "PRESENT" 57.116344 -3.829717
"Cladonia fimbriata" 295 1999 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 295 1999 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 295 1999 "PRESENT" 57.116344 -3.829717
"Ochrolechia pallescens" 295 1999 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 296 1999 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 296 1999 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 296 1999 "PRESENT" 57.116344 -3.829717
"Huperzia selago" 296 1999 "PRESENT" 57.116344 -3.829717
"Nardus stricta" 296 1999 "PRESENT" 57.116344 -3.829717
"Narthecium ossifragum" 296 1999 "PRESENT" 57.116344 -3.829717
"Trichophorum cespitosum" 296 1999 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 296 1999 "PRESENT" 57.116344 -3.829717
"Cladonia furcata" 296 1999 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 296 1999 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 306 1999 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 306 1999 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 306 1999 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 306 1999 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 306 1999 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 306 1999 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 306 1999 "PRESENT" 57.116344 -3.829717
"Cladonia pyxidata" 306 1999 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 306 1999 "PRESENT" 57.116344 -3.829717
"Alectoria" 306 1999 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 307 1999 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 307 1999 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 307 1999 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 307 1999 "PRESENT" 57.116344 -3.829717
"Vaccinium vitis-idaea" 307 1999 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 307 1999 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 307 1999 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 307 1999 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 307 1999 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 307 1999 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 317 1999 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 317 1999 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 317 1999 "PRESENT" 57.116344 -3.829717
"Huperzia selago" 317 1999 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 317 1999 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 317 1999 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 317 1999 "PRESENT" 57.116344 -3.829717
"Cladonia uncialis" 317 1999 "PRESENT" 57.116344 -3.829717
"Polytrichum" 317 1999 "PRESENT" 57.116344 -3.829717
"Cornicularia" 317 1999 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 318 1999 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 318 1999 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 318 1999 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 318 1999 "PRESENT" 57.116344 -3.829717
"Hylocomium splendens" 318 1999 "PRESENT" 57.116344 -3.829717
"Pleurozium schreberi" 318 1999 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 318 1999 "PRESENT" 57.116344 -3.829717
"Rhytidiadelphus loreus" 318 1999 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 318 1999 "PRESENT" 57.116344 -3.829717
"Cladonia rangiferina" 318 1999 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 329 1999 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 329 1999 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 329 1999 "PRESENT" 57.116344 -3.829717
"Empetrum nigrum subsp. nigrum" 329 1999 "PRESENT" 57.116344 -3.829717
"Lycopodium clavatum" 329 1999 "PRESENT" 57.116344 -3.829717
"Huperzia selago" 329 1999 "PRESENT" 57.116344 -3.829717
"Nardus stricta" 329 1999 "PRESENT" 57.116344 -3.829717
"Vaccinium myrtillus" 329 1999 "PRESENT" 57.116344 -3.829717
"Vaccinium vitis-idaea" 329 1999 "PRESENT" 57.116344 -3.829717
"Racomitrium lanuginosum" 329 1999 "PRESENT" 57.116344 -3.829717
"Sphagnum capillifolium" 329 1999 "PRESENT" 57.116344 -3.829717
"Cladonia arbuscula" 329 1999 "PRESENT" 57.116344 -3.829717
"Calluna vulgaris" 330 1999 "PRESENT" 57.116344 -3.829717
"Carex bigelowii" 330 1999 "PRESENT" 57.116344 -3.829717
"Deschampsia flexuosa" 330 1999 "PRESENT" 57.116344 -3.829717
